tenure,Contract,InternetService,PaymentMethod,SeniorCitizen,Partner,Dependents,PaperlessBilling,PhoneService,OnlineSecurity,TechSupport,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,Churn
28,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,No,No,Yes,Yes,No,Yes,81.15,2284.57,No
7,Month-to-month,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.44,130.29,Yes
43,Two year,No,Credit card,1,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.34,903.98,No
13,Month-to-month,DSL,Mailed check,0,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,64.24,810.57,Yes
31,Month-to-month,Fiber optic,Electronic check,0,No,No,No,Yes,Yes,No,No,No,No,No,74.33,2286.05,No
8,Month-to-month,DSL,Credit card,0,Yes,No,Yes,Yes,No,No,No,No,No,No,45.92,363.32,Yes
39,One year,Fiber optic,Mailed check,0,No,Yes,No,No,No,No,Yes,No,No,Yes,78.48,3156.74,Yes
60,Two year,Fiber optic,Mailed check,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,95.55,5847.17,No
22,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,63.29,1426.05,Yes
57,Two year,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.27,1209.96,No
0,Month-to-month,Fiber optic,Credit card,0,No,Yes,No,No,Yes,No,No,No,No,No,67.63,68.2,Yes
40,One year,No,Mailed check,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.58,761.86,No
23,One year,No,Credit card,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,397.85,No
0,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,93.05,89.3,Yes
11,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,No,Yes,No,No,No,Yes,No,Yes,81.13,868.88,No
10,Month-to-month,DSL,Bank transfer,0,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,58.44,593.97,No
72,Two year,DSL,Bank transfer,0,No,No,No,Yes,No,Yes,No,Yes,Yes,No,62.39,4423.0,No
54,One year,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,90.42,5084.8,No
67,Two year,DSL,Bank transfer,0,No,No,Yes,Yes,No,No,No,Yes,No,Yes,60.55,3897.16,No
47,Two year,DSL,Bank transfer,0,No,No,Yes,Yes,No,No,No,No,Yes,Yes,58.01,2711.42,No
15,Month-to-month,DSL,Credit card,1,No,No,Yes,No,No,Yes,Yes,No,Yes,No,58.57,862.21,Yes
72,Two year,DSL,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,75.6,5362.0,No
8,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,80.24,657.1,Yes
22,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,79.67,1756.75,No
72,Two year,Fiber optic,Electronic check,1,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,79.73,5547.92,No
42,Two year,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.02,806.35,No
20,Month-to-month,No,Credit card,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.85,430.01,Yes
18,Month-to-month,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.91,353.51,Yes
24,One year,Fiber optic,Electronic check,0,No,No,Yes,No,No,No,Yes,No,Yes,No,80.25,2013.48,Yes
66,Two year,DSL,Bank transfer,0,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,63.59,4141.47,No
20,One year,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,Yes,No,No,No,No,No,70.47,1380.16,No
30,Month-to-month,Fiber optic,Electronic check,1,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,88.39,2537.53,Yes
25,Month-to-month,Fiber optic,Electronic check,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,98.04,2455.94,No
32,Month-to-month,No,Electronic check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,564.0,No
35,One year,Fiber optic,Mailed check,1,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,81.0,2883.3,Yes
60,Two year,DSL,Credit card,0,No,No,Yes,Yes,Yes,No,No,No,Yes,No,59.09,3418.88,No
34,Month-to-month,No,Mailed check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,629.42,Yes
0,Month-to-month,DSL,Mailed check,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,54.87,55.51,Yes
0,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,No,No,No,No,No,No,65.72,64.38,Yes
47,One year,No,Electronic check,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.77,1094.43,No
67,Two year,DSL,Mailed check,0,No,No,No,Yes,No,Yes,No,Yes,No,No,63.25,4372.14,No
20,Month-to-month,DSL,Mailed check,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,62.87,1293.13,No
33,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,76.15,2634.53,No
32,One year,No,Mailed check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.5,735.7,No
38,Month-to-month,DSL,Electronic check,0,No,No,Yes,Yes,No,Yes,No,Yes,No,No,56.22,2107.73,No
53,Two year,DSL,Credit card,0,No,Yes,Yes,No,Yes,No,No,No,Yes,No,59.23,3006.87,No
6,Month-to-month,DSL,Credit card,0,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,74.21,453.28,No
41,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,No,No,No,No,No,Yes,No,74.97,3142.83,No
67,Two year,No,Electronic check,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,1204.57,No
11,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,86.98,939.07,Yes
11,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,No,No,No,No,No,Yes,No,69.11,778.88,Yes
28,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,85.76,2350.53,Yes
2,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,83.31,159.88,Yes
23,Month-to-month,Fiber optic,Bank transfer,1,Yes,No,No,Yes,No,No,Yes,No,No,No,67.77,1522.83,Yes
15,Month-to-month,DSL,Electronic check,0,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,69.03,1059.77,No
21,Month-to-month,Fiber optic,Credit card,0,No,No,No,Yes,Yes,No,No,No,Yes,Yes,77.91,1611.59,No
0,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,Yes,No,No,No,No,No,74.2,72.21,Yes
23,One year,No,Mailed check,0,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.96,435.47,No
42,One year,No,Electronic check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.59,849.63,No
35,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,56.96,1981.95,No
16,Month-to-month,Fiber optic,Credit card,0,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,76.85,1241.56,Yes
30,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,Yes,No,No,No,Yes,74.47,2228.88,No
30,Two year,Fiber optic,Electronic check,1,Yes,No,No,Yes,No,No,Yes,No,No,Yes,80.11,2419.13,No
47,Two year,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,84.6,4055.73,No
22,Month-to-month,No,Credit card,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.84,453.26,No
17,Month-to-month,DSL,Credit card,1,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,59.46,996.15,No
30,Month-to-month,Fiber optic,Credit card,0,Yes,No,No,Yes,Yes,No,No,No,Yes,No,76.84,2404.38,Yes
14,Month-to-month,No,Credit card,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.93,273.07,No
34,One year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,No,No,No,Yes,No,77.54,2753.19,Yes
28,Month-to-month,Fiber optic,Mailed check,1,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,92.18,2510.87,No
9,Month-to-month,Fiber optic,Credit card,0,No,No,No,Yes,Yes,Yes,Yes,No,No,No,83.31,722.11,No
3,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,80.33,243.44,Yes
25,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,466.18,Yes
3,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,Yes,No,No,No,Yes,No,Yes,75.79,236.91,No
72,Two year,DSL,Electronic check,1,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,64.81,4821.25,No
0,Month-to-month,Fiber optic,Bank transfer,1,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,105.56,102.5,Yes
49,Two year,No,Credit card,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.33,1038.89,No
44,Month-to-month,DSL,Mailed check,0,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,62.08,2844.72,No
72,Two year,DSL,Mailed check,0,Yes,No,No,Yes,No,No,No,Yes,No,No,44.62,3052.45,No
53,Two year,Fiber optic,Mailed check,0,No,No,No,Yes,No,No,No,No,No,Yes,76.67,3953.74,No
72,Two year,No,Bank transfer,0,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.39,1278.4,No
66,Two year,DSL,Electronic check,0,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,62.09,4240.62,No
46,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,75.15,3480.06,No
45,One year,No,Bank transfer,1,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,773.62,No
40,Two year,Fiber optic,Mailed check,0,No,No,No,Yes,No,No,No,No,No,Yes,72.68,2839.83,No
0,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,83.3,82.16,No
26,Month-to-month,DSL,Electronic check,1,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,62.22,1588.08,Yes
27,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,No,No,No,No,No,64.51,1806.53,Yes
35,Two year,DSL,Bank transfer,0,No,Yes,No,Yes,No,No,No,No,Yes,No,54.07,1886.78,No
16,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,88.95,1385.61,No
0,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,83.53,82.35,No
31,One year,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,88.52,2674.66,Yes
11,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,81.52,914.22,No
30,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,526.58,Yes
10,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,80.16,761.9,No
0,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,52.8,52.88,Yes
45,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,74.09,3329.78,No
26,Month-to-month,DSL,Bank transfer,0,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,69.89,1804.6,No
32,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,No,No,No,No,No,66.9,2163.68,No
28,Month-to-month,Fiber optic,Electronic check,0,No,No,No,Yes,No,No,No,No,Yes,No,70.24,1964.81,No
33,Month-to-month,DSL,Credit card,1,No,No,No,Yes,No,Yes,Yes,No,No,No,53.07,1791.53,Yes
45,One year,DSL,Bank transfer,0,No,No,No,No,No,Yes,No,Yes,Yes,No,64.84,2943.51,No
25,Month-to-month,DSL,Credit card,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,72.53,1747.48,No
56,Two year,No,Credit card,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.26,1127.76,No
47,Two year,No,Electronic check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.23,1093.9,No
32,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,No,Yes,No,No,Yes,84.24,2758.71,Yes
14,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,No,No,No,Yes,No,74.52,1021.66,No
20,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,79.14,1514.05,Yes
60,Two year,No,Mailed check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.79,1219.03,No
45,One year,No,Electronic check,1,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.96,926.7,Yes
38,Two year,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.15,749.25,Yes
21,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,No,Yes,Yes,No,No,No,Yes,85.34,1716.13,No
22,One year,No,Electronic check,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,378.6,No
21,Month-to-month,DSL,Bank transfer,0,No,No,No,Yes,No,Yes,No,No,Yes,No,59.12,1218.32,No
50,One year,No,Credit card,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.55,964.68,No
47,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,No,No,Yes,No,No,Yes,57.06,2704.4,No
47,One year,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,75.48,3711.35,No
68,Two year,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,80.27,5658.91,No
1,Month-to-month,No,Credit card,1,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.2,23.13,No
47,One year,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,88.01,3962.77,No
0,Month-to-month,Fiber optic,Mailed check,0,No,No,No,Yes,No,No,No,Yes,No,No,73.81,74.95,Yes
57,One year,Fiber optic,Credit card,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,91.32,5263.15,No
1,Month-to-month,Fiber optic,Electronic check,1,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,81.92,85.66,Yes
38,Two year,No,Mailed check,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.59,854.62,No
30,Month-to-month,Fiber optic,Electronic check,0,No,Yes,No,Yes,No,Yes,No,No,No,No,70.84,2226.18,Yes
72,Two year,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,No,No,No,No,No,63.45,4510.32,No
71,Two year,No,Mailed check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,1332.48,No
32,One year,DSL,Bank transfer,1,No,No,No,Yes,No,No,No,No,No,No,45.01,1384.52,No
38,Two year,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,No,No,No,Yes,Yes,74.85,2871.15,No
47,Two year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,No,No,No,Yes,No,73.74,3433.32,No
56,Two year,Fiber optic,Credit card,0,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,84.82,4844.28,No
17,Month-to-month,Fiber optic,Credit card,0,Yes,No,No,Yes,No,Yes,No,No,Yes,No,80.65,1429.3,Yes
22,One year,Fiber optic,Electronic check,0,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,81.76,1731.49,No
39,Month-to-month,Fiber optic,Bank transfer,1,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,92.33,3653.1,Yes
59,One year,DSL,Electronic check,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,53.75,3303.08,Yes
48,Month-to-month,No,Bank transfer,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.38,960.26,No
11,One year,No,Mailed check,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.08,232.27,No
25,One year,Fiber optic,Bank transfer,0,No,No,No,Yes,No,Yes,Yes,No,No,No,80.37,1986.94,No
22,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,101.49,2194.55,Yes
18,Month-to-month,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.16,366.67,No
47,Two year,DSL,Electronic check,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,61.78,3039.11,No
40,Two year,DSL,Electronic check,0,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,63.62,2463.44,No
2,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,Yes,No,No,No,No,No,72.37,137.99,No
70,One year,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,No,Yes,No,No,81.15,5660.2,No
31,Two year,DSL,Bank transfer,1,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,69.34,2208.14,No
0,Month-to-month,DSL,Bank transfer,0,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,62.64,65.05,No
0,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,Yes,No,No,No,No,No,No,Yes,69.74,73.14,Yes
21,Month-to-month,No,Bank transfer,1,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.75,519.72,No
34,One year,DSL,Credit card,1,Yes,No,No,Yes,No,No,Yes,No,No,No,53.45,1732.63,No
25,Month-to-month,DSL,Credit card,0,No,No,No,Yes,No,No,Yes,Yes,No,No,59.81,1446.99,Yes
43,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,88.82,3939.34,No
39,One year,DSL,Bank transfer,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,74.52,2765.97,No
19,Month-to-month,DSL,Bank transfer,0,Yes,No,No,Yes,Yes,No,No,No,No,No,54.26,1041.55,No
72,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,No,Yes,No,No,Yes,77.66,5586.47,No
72,Two year,DSL,Electronic check,0,No,No,No,Yes,No,No,No,No,No,Yes,50.99,3580.06,No
16,Month-to-month,DSL,Electronic check,0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,60.86,966.28,Yes
32,Month-to-month,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.28,700.54,Yes
21,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,Yes,Yes,No,No,No,No,81.47,1691.45,No
30,Month-to-month,No,Bank transfer,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.09,616.27,No
24,Month-to-month,DSL,Bank transfer,0,No,No,No,Yes,No,Yes,Yes,No,Yes,No,65.23,1519.63,No
66,Two year,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,91.52,5914.43,No
32,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,94.03,2925.64,Yes
25,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,74.64,1784.33,Yes
40,One year,Fiber optic,Bank transfer,0,Yes,No,No,Yes,No,No,Yes,No,No,No,72.28,2945.0,No
55,One year,DSL,Electronic check,1,No,Yes,Yes,Yes,No,No,Yes,No,No,No,51.05,2785.5,No
52,Two year,DSL,Electronic check,1,No,No,No,Yes,No,No,No,No,Yes,No,51.38,2775.33,No
45,Two year,Fiber optic,Electronic check,0,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,80.85,3659.53,No
0,Month-to-month,No,Credit card,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.99,19.68,Yes
25,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,83.93,2197.79,Yes
65,Two year,DSL,Electronic check,0,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,72.33,4838.82,No
10,One year,No,Electronic check,0,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,175.83,No
44,Two year,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,774.71,No
30,Month-to-month,DSL,Mailed check,0,No,Yes,No,Yes,No,No,No,No,No,Yes,51.12,1610.1,No
52,Two year,DSL,Credit card,0,No,No,No,Yes,No,No,Yes,No,Yes,No,62.08,3085.75,No
39,One year,Fiber optic,Mailed check,1,No,No,No,Yes,Yes,No,No,No,Yes,No,75.8,3042.44,No
33,Month-to-month,Fiber optic,Credit card,1,Yes,No,Yes,Yes,No,No,No,Yes,No,No,74.4,2365.11,No
36,One year,Fiber optic,Electronic check,1,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,76.33,2851.57,No
44,One year,Fiber optic,Mailed check,0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,84.16,3756.16,No
1,Month-to-month,Fiber optic,Bank transfer,1,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,88.43,86.9,Yes
24,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,No,Yes,No,No,No,No,No,No,65.82,1514.45,Yes
33,Two year,No,Credit card,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.52,662.22,No
0,Month-to-month,No,Electronic check,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.22,18.63,Yes
10,Month-to-month,No,Mailed check,1,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.52,177.27,No
27,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,Yes,No,No,No,No,No,No,47.15,1300.67,Yes
